School,Course Number,Course Name,Only Available Within Option/Specialization,Atypical Elective,Course Description,ED Match Count,ED Keywords Matched,AI Match Count,AI Keywords Matched,EDxAI Match Count,EDxAI Keywords Matched
McGill,ARCH 536,Heritage Conservation, ,Yes,Architecture : Historic attitudes and terminologies of conservation; historic research techniques. Restoration technology of building materials and principles of interior design in the 19th and 20th century; current preservation planning.,1,material,0,,0,
McGill,ARCH 551,Urban Design and Planning, ,Yes,"Architecture : Fundamentals of city-building in Canada relative to municipal, regional, and provincial actions used to guide urban growth and development. Contemporary urban design in major metropolitan centres as shaped by legal, political, and cultural realities. Current preoccupations in citybuilding: reurbanisation and adaptive reuse of infrastructure, collaborative multi-stakeholder projects, strategic initiatives, changing relationships between professional experts and grassroots actors. Introduction to specific aspects of practice: public participation and community engagement; land development and real estate; project feasibility and implementation; policy monitoring and evaluation; emergent city-building regimes.",1,stakeholder,0,,0,
McGill,ARCH 562,Innovative Homes and Communities, ,Yes,Architecture : Innovative design concepts for sustainable homes and communities to include adaptability; net-zero energy; micro units; recycling; plug and play; green roofs; aging in place and live-work.,1,concept,0,,0,
McGill,ARCH 564,Design for Development, ,Yes,"Architecture : Designing for sustainable development to meet broad developmental goals. Innovative design approaches, strategies and projects to address these objectives via economic empowerment, food security, gender equity, health, sanitation,
climate-change preparedness, and shelter-sector engagements.",1,sustainable development,0,,0,
McGill,ARCH 566,Cultural Landscapes Seminar, ,Yes,"Architecture : Overview of cultural landscapes studies, methodologies, and resources. Comparative studies of the connection between people, place, and artifact systems through a critical examination of architecture, regional context, and material culture. Examination of precedents for the interpretation of cultural landscapes by architects, ethnologists, anthropologists, folklorists, historians, writers, filmmakers, photographers, and artists.",1,material,0,,0,
McGill,BIEN 300,Thermodynamics in Bioengineering, ,Yes,"BIEN : Fundamental concepts of Thermodynamics: Internal Energy, Work, The three Laws of Thermodynamics, Enthalpy, and Entropy. Basic concepts of energy in living organisms: distribution of energy, energy conservation in living organisms, isothermal systems, Gibbs free energy in chemical coupling, reversible processes and redox reactions. Application of Thermodynamics in defining biological processes and components such as hydrolysis, osmosis, ELISA, PCR, DNA, amino acids, proteins.",2,"component, concept",0,,0,
McGill,BIEN 310,Introduction to Biomolecular Engineering, ,Yes,"BIEN : Forward and reverse engineering of biomolecular systems. Principles of biomolecular thermodynamics and kinetics. Structure and function of the main classes of biomolecules including proteins, nucleic acids, and lipids. Biomolecular systems as mechanical, chemical, and electrical systems. Rational design and evolutionary methods for engineering functional proteins, nucleic acids, and gene circuits. Rational design topics include molecular modeling, positive and negative design paradigms, simulation and optimization of equilibrium and kinetic properties, design of catalysts, sensors, motors, and circuits. Evolutionary design topics include evolutionary mechanisms, fitness landscapes, directed evolution of proteins, metabolic pathways, and gene circuits. Systems biology and synthetic biology.",3,"evolutionary design, function, reverse engineering",1,optimization,0,
McGill,BIEN 314,Transport Phenomena in Biological Systems 1, ,Yes,"BIEN : Basic concepts in transport phenomena, including fluid dynamics (momentum transport) and heat transfer (energy transport), with applications to biological
systems, both medical and non-medical. Topics in fluid dynamics include: properties of Newtonian and non-Newtonian fluids; dimensional analysis; drag;
integral/macroscopic balances (Bernoulli's equation and linear momentum theorem); differential/microscopic balances (continuity and Navier-Stokes equations); boundary layer approximations; turbulence. Topics in heat transfer include elements of conduction and convection.",1,concept,0,,0,
McGill,BIEN 320,"Molecular, Cellular and Tissue Biomechanics", ,Yes,"BIEN : Basic mechanics of biological building blocks, focusing on the cytoskeleton, with examples from pathology. At the macromolecular level: weak/variable crosslinking and hydrolysis driven athermal processes. At the cellular/tissue level: cell architecture and function. Discussion of modern analytical techniques capable of single-molecule to tissue scale measurements.",1,function,0,,0,
McGill,BIEN 330,Tissue Engineering and Regenerative Medicine, ,Yes,"BIEN : The history, scope, challenges, ethical considerations, and potential of tissue engineering. In vitro control of tissue development, differentiation, and growth, including relevant elements of immunology compared to in vivo tissue and organ development. Emphasis on the materials, chemical factors, and mechanical cues used in tissue engineering.",1,material,0,,0,
McGill,BIEN 350,"Biosignals, Systems and Control", ,Yes,"BIEN : Discrete- and continuous-time signals; basic system properties. Linear time-invariant systems; convolution. Frequency domain analysis; filtering; sampling. Laplace and Fourier transforms; transfer functions; poles and zeros; transient and steady state response. Z-transforms. Dynamic behaviour and PID control of first- and second-order processes. Stability. Applications to biological systems, such as central nervous, cognitive, and motor systems.",1,function,1,convolution,0,
